Symbol,Company Name,Industry,Market Cap
PSTX,Poseida Therapeutics,Biotechnology,233016795
PSX,Phillips 66,Oil & Gas Refining & Marketing,51387600000
PT,Pintec Technology Holdings,Credit Services,17941500
PTC,PTC Inc.,Software - Application,17529055830
PTCT,PTC Therapeutics,Biotechnology,1473794421
PTEN,Patterson-UTI Energy,Oil & Gas Drilling,5325964145
PTGX,Protagonist Therapeutics,Biotechnology,957877830
PTHR,Pono Capital Three,Shell Companies,181100000
PTIX,Protagenic Therapeutics,Biotechnology,3486856
PTLO,Portillo's,Restaurants,904215615
PTMN,Portman Ridge Finance,Asset Management,162493771
PTN,Palatin Technologies,Biotechnology,28142150
PTON,Peloton Interactive,Leisure,1877949746
PTPI,Petros Pharmaceuticals,Drug Manufacturers - Specialty & Generic,2980134
PTRS,Partners Bancorp,Banks - Regional,131115024
PTSI,P.A.M. Transportation Services,Trucking,412263624
PTVE,Pactiv Evergreen,Packaging & Containers,1899810900
PTWO,Pono Capital Two,Shell Companies,58574245
PUBM,PubMatic,Software - Application,630196164
PUCK,Goal Acquisitions,Shell Companies,87419728
PUK,Prudential,Insurance - Life,30670871869
PULM,Pulmatrix,Biotechnology,6975855
PUMP,ProPetro Holding,Oil & Gas Equipment & Services,1152529840
PUYI,Puyi Inc.,Asset Management,303925773
PVBC,Provident Bancorp,Banks - Regional,167483579
PVH,PVH Corp.,Apparel Manufacturing,4664802280
PVL,Permianville Royalty Trust,Oil & Gas E&P,61710000
PW,Power REIT,REIT - Specialty,2339204
PWFL,PowerFleet,Communication Equipment,64205100
PWM,Prestige Wealth,Asset Management,17145900
PWOD,Penns Woods Bancorp,Banks - Regional,152083328
PWP,Perella Weinberg Partners,Capital Markets,887879486
PWR,Quanta Services,Engineering & Construction,24564768173
PWSC,PowerSchool Holdings,Software - Application,3318176938
PWUP,PowerUp Acquisition,Shell Companies,98094319
PX,"P10, Inc.",Asset Management,1171346501
PXD,Pioneer Natural Resources Company,Oil & Gas E&P,56814128340
PXDT,Pixie Dust Technologies,Consumer Electronics,120999920
PXLW,Pixelworks,Semiconductors,73079370
PXMD,PaxMedica,Biotechnology,44737160
PXS,Pyxis Tankers,Marine Shipping,41446236
PYCR,Paycor HCM,Software - Application,3187872000
PYPD,PolyPid,Biotechnology,6621588
PYPL,PayPal Holdings,Credit Services,61600047590
PYR,PyroGenesis Canada,Specialty Industrial Machinery,67974400
PYXS,Pyxis Oncology,Biotechnology,77215072
PZG,Paramount Gold Nevada,Gold,20801693
PZZA,Papa John's International,Restaurants,2226109200
QBTS,D-Wave Quantum,Computer Hardware,127649546
QCOM,QUALCOMM,Semiconductors,133384320000
QCRH,QCR Holdings,Banks - Regional,853144284
QD,Qudian,Credit Services,395822254
QDEL,QuidelOrtho,Medical Instruments & Supplies,4292631862
QDRO,Quadro Acquisition One,Shell Companies,94052224
QETA,Quetta Acquisition,Shell Companies,85279912
QFIN,Qifu Technology,Credit Services,2573751972
QFTA,Quantum FinTech Acquisition,Shell Companies,115333504
QGEN,Qiagen,Diagnostics & Research,8944734400
QH,Quhuo,Software - Application,7691082
QIPT,Quipt Home Medical,Medical Devices,207442075
QLGN,Qualigen Therapeutics,Biotechnology,3541774
QLI,Qilian International Holding Group,Drug Manufacturers - Specialty & Generic,17917900
QLYS,Qualys,Software - Infrastructure,6241057000
QMCO,Quantum,Computer Hardware,42863311
QNCX,Quince Therapeutics,Biotechnology,40509726
QNRX,Quoin Pharmaceuticals,Biotechnology,4393116
QNST,QuinStreet,Advertising Agencies,602585007
QOMO,Qomolangma Acquisition,Shell Companies,50975188
QRHC,Quest Resource Holding,Waste Management,146585361
QRTEA,Qurate Retail,Internet Retail,364158318
QRTEB,Qurate Retail,Internet Retail,258889032
QRVO,Qorvo,Semiconductors,8648425632
QS,QuantumScape,Auto Parts,2981426289
QSG,QuantaSing Group,Education & Training Services,141211750
QSI,Quantum-Si incorporated,Biotechnology,194150920
QSR,Restaurant Brands International,Restaurants,30830692237
QTRX,Quanterix,Medical Devices,860705592
QTWO,Q2 Holdings,Software - Application,1995363510
QUAD,Quad/Graphics,Specialty Business Services,231812546
QUBT,Quantum Computing,Computer Hardware,62546539
QUIK,QuickLogic,Semiconductors,128885910
QURE,uniQure,Biotechnology,292182650
R,Ryder System,Rental & Leasing Services,4467677760
RACE,Ferrari,Auto Manufacturers,59874184999
RACY,Relativity Acquisition,Shell Companies,54041701
RAIL,FreightCar America,Railroads,47263128
RAIN,Rain Therapeutics,Biotechnology,41104541
RAMP,LiveRamp Holdings,Software - Infrastructure,1952598956
RAND,Rand Capital,Asset Management,34121084
RANI,Rani Therapeutics Holdings,Biotechnology,103956826
RAPT,RAPT Therapeutics,Biotechnology,532552100
RARE,Ultragenyx Pharmaceutical,Biotechnology,3157729532
RAVE,RAVE Restaurant Group,Restaurants,33840912
RAYA,Erayak Power Solution Group,Electrical Equipment & Parts,10707000
RBA,RB Global,Specialty Business Services,12387408866
RBB,RBB Bancorp,Banks - Regional,259665751
RBBN,Ribbon Communications,Telecom Services,353765876
RBC,RBC Bearings,Tools & Accessories,6405126684
RBCAA,Republic Bancorp,Banks - Regional,914921620
RBKB,Rhinebeck Bancorp,Banks - Regional,71750448
RBLX,Roblox,Electronic Gaming & Multimedia,21525272162
RBOT,Vicarious Surgical,Medical Devices,68559758
RBT,Rubicon Technologies,Software - Application,123875876
RC,Ready Capital,REIT - Mortgage,1747235520
RCAC,Revelstone Capital Acquisition,Shell Companies,81417227
RCAT,Red Cat Holdings,Computer Hardware,51468850
RCEL,AVITA Medical,Medical Devices,272617810
RCFA,RCF Acquisition,Shell Companies,206783688
RCI,Rogers Communications,Telecom Services,21527661157
RCKT,Rocket Pharmaceuticals,Biotechnology,1887759420
RCKY,Rocky Brands,Footwear & Accessories,152259354
RCL,Royal Caribbean Cruises,Travel Services,23665865339
RCM,R1 RCM,Health Information Services,4830597362
RCMT,RCM Technologies,Conglomerates,157201047
RCON,Recon Technology,Oil & Gas Equipment & Services,10590768
RCRT,Recruiter.com Group,Staffing & Employment Services,1887216
RCUS,Arcus Biosciences,Biotechnology,1219625504
RDCM,RADCOM,Telecom Services,116034989
RDFN,Redfin,Real Estate Services,704365500
RDHL,RedHill Biopharma,Drug Manufacturers - Specialty & Generic,4108374
RDI,Reading International,Entertainment,60735719
RDIB,Reading International,Entertainment,58676940
RDN,Radian Group,Insurance - Specialty,4270967380
RDNT,RadNet,Diagnostics & Research,1954561784
RDUS,Schnitzer Steel Industries,Drug Manufacturers - Specialty & Generic,691323260
RDVT,Red Violet,Software - Application,269782765
RDW,Redwire,Aerospace & Defense,188467605
RDWR,Radware,Software - Infrastructure,626140879
RDY,Dr. Reddy's Laboratories,Drug Manufacturers - Specialty & Generic,10700055220
RDZN,Roadzen,Shell Companies,285142496
REAL,The RealReal,Luxury Goods,154234420
REAX,The Real Brokerage,Real Estate Services,270000000
REBN,Reborn Coffee,Restaurants,4456402
REE,REE Automotive,Recreational Vehicles,23878497
REFI,Chicago Atlantic Real Estate Finance,REIT - Mortgage,263725054
REFR,Research Frontiers,Electronic Components,34849672
REG,Regency Centers,REIT - Retail,11359515678
REGN,Regeneron Pharmaceuticals,Biotechnology,87196722900
REI,Ring Energy,Oil & Gas E&P,334060456
REKR,Rekor Systems,Software - Infrastructure,200647992
RELI,Reliance Global Group,Insurance Brokers,3553443
RELL,Richardson Electronics,Electronic Components,164892408
RELX,RELX PLC,Publishing,66313660276
RELY,Remitly Global,Software - Infrastructure,3442781152
RENB,Renovaro Biosciences,Biotechnology,210890901
RENE,Cartesian Growth Corporation II,Shell Companies,312512500
RENT,Rent the Runway,Apparel Retail,34489037
REPL,Replimune Group,Biotechnology,837747460
REPX,Riley Exploration Permian,Oil & Gas E&P,644264382
RERE,ATRenew,Internet Retail,396823680
RES,"RPC, Inc.",Oil & Gas Equipment & Services,1773430400
RETO,ReTo Eco-Solutions,Building Materials,3757609
REVB,Revelation Biosciences,Biotechnology,3721704
REVG,REV Group,Farm & Heavy Construction Machinery,895567410
REX,REX American Resources,Specialty Chemicals,668991414
REXR,Rexford Industrial Realty,REIT - Industrial,9670353204
REYN,Reynolds Consumer Products,Packaging & Containers,5393030915
REZI,Resideo Technologies,Security & Protection Services,2341776453
RF,Regions Financial,Banks - Regional,14770054358
RFAC,RF Acquisition,Shell Companies,76571100
RFIL,RF Industries,Electrical Equipment & Parts,29634912
RFL,Rafael Holdings,Real Estate Services,43001617
RGA,Reinsurance Group of America,Insurance - Reinsurance,10064193600
RGC,Regencell Bioscience Holdings,Drug Manufacturers - Specialty & Generic,182570987
RGCO,RGC Resources,Utilities - Regulated Gas,170620472
RGEN,Repligen,Medical Instruments & Supplies,8383517268
RGF,The Real Good Food Company,Packaged Foods,84973282
RGLD,Royal Gold,Gold,7280935508
RGLS,Regulus Therapeutics,Biotechnology,27083455
RGNX,REGENXBIO,Biotechnology,673923663
RGP,Resources Connection,Consulting Services,469410354
RGR,"Sturm, Ruger & Company",Aerospace & Defense,800002678
RGS,Regis,Personal Services,27116684
RGTI,Rigetti Computing,Computer Hardware,155598300
RH,RH,Specialty Retail,4418440026
RHE,Regional Health Properties,Medical Care Facilities,3540096
RHI,Robert Half International,Staffing & Employment Services,8175710700
RHP,Ryman Hospitality Properties,REIT - Hotel & Motel,5478668440
RIBT,RiceBran Technologies,Packaged Foods,2590250
RICK,RCI Hospitality Holdings,Restaurants,530214849
RIG,Transocean,Oil & Gas Drilling,5431684691
RIGL,Rigel Pharmaceuticals,Biotechnology,153632120
RILY,B. Riley Financial,Financial Conglomerates,1270564008
RIO,Rio Tinto Group,Other Industrial Metals & Mining,107559154061
RIOT,Riot Blockchain,Software - Application,2262987980
RITM,Rithm Capital,REIT - Mortgage,4778986618
RIVN,Rivian Automotive,Auto Manufacturers,16652907385
RJF,Raymond James Financial,Capital Markets,21147340920
RKDA,Arcadia Biosciences,Agricultural Inputs,3824084
RKLB,Rocket Lab USA,Aerospace & Defense,2228137507
RKT,Rocket Companies,Mortgage Finance,17150398292
RL,Ralph Lauren,Apparel Manufacturing,7517053534
RLAY,Relay Therapeutics,Biotechnology,918447680
RLGT,Radiant Logistics,Integrated Freight & Logistics,290968460
RLI,RLI Corp.,Insurance - Property & Casualty,6164958096
RLJ,RLJ Lodging Trust,REIT - Hotel & Motel,1629918080
RLMD,Relmada Therapeutics,Biotechnology,95113472
RLX,RLX Technology,Tobacco,2607511427
RLYB,Rallybio,Biotechnology,156495726
RM,Regional Management,Credit Services,231173730
RMAX,RE/MAX Holdings,Real Estate Services,357500043
RMBI,Richmond Mutual Bancorporation,Banks - Regional,110853000
RMBL,RumbleON,Auto & Truck Dealerships,109282162
RMBS,Rambus,Semiconductors,6337237170
RMCF,Rocky Mountain Chocolate Factory,Confectioners,25838938
RMD,ResMed,Medical Instruments & Supplies,22476057628
RMGC,RMG Acquisition Corp. III,Shell Companies,135751344
RMNI,Rimini Street,Software - Application,251890860
RMR,The RMR Group,Real Estate Services,394705896
RMTI,Rockwell Medical,Drug Manufacturers - Specialty & Generic,58973679
RNA,Avidity Biosciences,Biotechnology,405306214
RNAZ,TransCode Therapeutics,Biotechnology,719113
RNG,RingCentral,Software - Application,2681468014
RNGR,Ranger Energy Services,Oil & Gas Equipment & Services,283716069
RNLX,Renalytix,Health Information Services,50663704
RNR,RenaissanceRe Holdings,Insurance - Reinsurance,10547483520
RNST,Renasant,Banks - Regional,1523658598
RNW,ReNew Energy Global,Utilities - Renewable,2188200910
RNXT,RenovoRx,Biotechnology,12297065
ROAD,Construction Partners,Engineering & Construction,2096417528
ROCK,Gibraltar Industries,Building Products & Equipment,2015265888
ROCL,Roth Ch Acquisition V Co.,Shell Companies,61802896
ROG,Rogers,Electronic Components,2210895540
ROI,RiskOn International,Oil & Gas Integrated,1793159
ROIC,Retail Opportunity Investments,REIT - Retail,1614085620
ROIV,Roivant Sciences,Biotechnology,7231876383
ROK,Rockwell Automation,Specialty Industrial Machinery,30288582000
ROKU,"Roku, Inc.",Entertainment,11992802915
ROL,Rollins,Personal Services,18451529170
ROOT,"Root, Inc.",Insurance - Property & Casualty,144129990
ROP,Roper Technologies,Specialty Industrial Machinery,53566743680
ROSE,Rose Hill Acquisition,Shell Companies,61924648
ROSS,Ross Acquisition Corp II,Shell Companies,148140524
ROST,Ross Stores,Apparel Retail,41059130000
ROVR,Rover Group,Personal Services,1184038800
RPAY,Repay Holdings,Software - Infrastructure,637817084
RPD,Rapid7,Software - Infrastructure,3130629775
RPHM,Reneo Pharmaceuticals,Biotechnology,263646240
RPID,Rapid Micro Biosystems,Medical Devices,46141880
RPM,RPM International,Specialty Chemicals,12410001240
RPRX,Royalty Pharma,Biotechnology,16820952235
RPT,RPT Realty,REIT - Retail,967592560
RPTX,Repare Therapeutics,Biotechnology,160379664
RRAC,Rigel Resource Acquisition,Shell Companies,350525111
RRBI,Red River Bancshares,Banks - Regional,343757125
RRC,Range Resources,Oil & Gas E&P,8985534960
RRGB,Red Robin Gourmet Burgers,Restaurants,152759110
RRR,Red Rock Resorts,Resorts & Casinos,2462923944
RRX,Regal Rexnord,Specialty Industrial Machinery,7023040374
RS,Reliance Steel & Aluminum Co.,Steel,15399659000
RSG,Republic Services,Waste Management,48281046422
RSI,Rush Street Interactive,Gambling,843634143
RSKD,Riskified,Software - Application,706169072
RSLS,ReShape Lifesciences,Medical Devices,1316057
RSSS,Research Solutions,Software - Application,69616635
RSVR,Reservoir Media,Entertainment,384997130
RTC,Baijiayun Group,Software - Application,320069608
RTO,Rentokil Initial,Specialty Business Services,13793248720
RTX,RTX Corp,Aerospace & Defense,118943090647
RUM,Rumble,Software - Application,1400704855
RUN,Sunrun,Solar,2354263807
RUSHA,Rush Enterprises,Auto & Truck Dealerships,3138108216
RUSHB,Rush Enterprises,Auto & Truck Dealerships,3118614770
RVLV,Revolve Group,Internet Retail,980936640
RVMD,Revolution Medicines,Biotechnology,2425389840
RVNC,Revance Therapeutics,Biotechnology,811828342
RVP,Retractable Technologies,Medical Instruments & Supplies,33230292
RVPH,Reviva Pharmaceuticals Holdings,Biotechnology,110080458
RVSB,Riverview Bancorp,Banks - Regional,118705078
RVSN,Rail Vision,Railroads,7198259
RVTY,Revvity,Diagnostics & Research,10943741600
RVYL,Ryvyl,Software - Infrastructure,9328375
RWAY,Runway Growth Finance,Credit Services,519329226
RWLK,ReWalk Robotics,Medical Devices,49073985
RWOD,Redwoods Acquisition,Shell Companies,94177655
RWT,Redwood Trust,REIT - Mortgage,821232720
RXO,"RXO, Inc.",Trucking,2161827360
RXRX,Recursion Pharmaceuticals,Biotechnology,1251046554
RXST,RxSight,Medical Devices,861508229
RXT,Rackspace Technology,Software - Infrastructure,304406321
RY,Royal Bank of Canada,Banks - Diversified,118430518958
RYAAY,Ryanair Holdings,Airlines,21478036984
RYAM,Rayonier Advanced Materials,Chemicals,190802728
RYAN,Ryan Specialty Holdings,Insurance - Specialty,11527611860
RYI,Ryerson Holding,Metal Fabrication,996593220
RYN,Rayonier,REIT - Specialty,4418415962
RYTM,Rhythm Pharmaceuticals,Biotechnology,1589085885
RYZB,RayzeBio,Biotechnology,1358589450
RZLT,Rezolute,Biotechnology,36827600
S,SentinelOne,Software - Infrastructure,4763307947
SA,Seabridge Gold,Gold,971318738
SABR,Sabre,Travel Services,1372531160
SABS,SAB Biotherapeutics,Biotechnology,51801240
SACH,Sachem Capital,REIT - Mortgage,156445080
SAFE,Safehold,REIT - Diversified,1264257024
SAFT,Safety Insurance Group,Insurance - Property & Casualty,1153472362
SAGA,Sagaliam Acquisition,Shell Companies,541296319
SAGE,Sage Therapeutics,Biotechnology,1274928231
SAH,Sonic Automotive,Auto & Truck Dealerships,1794639473
SAI,SAI.TECH Global,Capital Markets,24082338
SAIA,"Saia, Inc.",Trucking,10296531262
SAIC,Science Applications International,Information Technology Services,5873182630
SALM,Salem Media Group,Broadcasting,21229105
SAM,The Boston Beer Company,Beverages - Brewers,4122176643
SAMG,Silvercrest Asset Management Group,Asset Management,166284826
SAN,Banco Santander,Banks - Diversified,61070488781
SANA,Sana Biotechnology,Biotechnology,695205260
SAND,Sandstorm Gold,Gold,1445216919
SANG,Sangoma Technologies,Software - Infrastructure,102207336
SANM,Sanmina,Electronic Components,3053627384
SANW,S&W Seed Company,Farm Products,29782507
SAP,SAP SE,Software - Application,162564901553
SAR,Saratoga Investment,Asset Management,325776600
SASI,Sigma Labs,Information Technology Services,2604381
SASR,Sandy Spring Bancorp,Banks - Regional,1028549032
SATL,Satellogic,Scientific & Technical Instruments,75224656
SATS,EchoStar,Communication Equipment,1294633053
SATX,Satixfy Communications,Communication Equipment,37957907
SAVA,Cassava Sciences,Biotechnology,952719000
SAVE,Spirit Airlines,Airlines,1229231680
SB,Safe Bulkers,Marine Shipping,360455080
SBAC,SBA Communications,REIT - Specialty,24612695470
SBCF,Seacoast Banking Corporation of Florida,Banks - Regional,1959968840
SBET,SharpLink Gaming,Gambling,4477151
SBEV,Splash Beverage Group,Beverages - Brewers,23885181
SBFG,SB Financial Group,Banks - Regional,95510210
SBFM,Sunshine Biopharma,Drug Manufacturers - Specialty & Generic,7449275
SBGI,Sinclair Broadcast Group,Entertainment,943119296
SBH,Sally Beauty Holdings,Specialty Retail,999027900
SBLK,Star Bulk Carriers,Marine Shipping,1750918040
SBOW,SilverBow Resources,Oil & Gas E&P,926894340
SBR,Sabine Royalty Trust,Oil & Gas E&P,883505580
SBRA,Sabra Health Care REIT,REIT - Healthcare Facilities,3204695451
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Utilities - Regulated Water,8461853998
SBSI,Southside Bancshares,Banks - Regional,888984960
SBSW,Sibanye Stillwater,Gold,3842495973
SBT,"Sterling Bancorp, Inc. (Southfield, MI)",Banks - Regional,304124424
SBUX,Starbucks,Restaurants,117575316570
SBXC,SilverBox Corp III,Shell Companies,211968000
SCCO,Southern Copper,Copper,57410997704
SCHL,Scholastic,Publishing,1223278889
SCHW,The Charles Schwab Corporation,Capital Markets,98831384387
SCI,Service Corporation International,Personal Services,8914139657
SCKT,Socket Mobile,Computer Hardware,7469909
SCL,Stepan Company,Specialty Chemicals,1736688240
SCLX,Scilex Holding Company,Drug Manufacturers - General,251689147
SCM,Stellus Capital Investment,Asset Management,299794491
SCNI,Scinai Immunotherapeutics,Biotechnology,4966625
SCOR,comScore,Internet Content & Information,61577890
SCPH,scPharmaceuticals,Biotechnology,192193520
SCRM,Screaming Eagle Acquisition,Shell Companies,984374969
SCS,Steelcase,Business Equipment & Supplies,1301447397
SCSC,ScanSource,Electronics & Computer Distribution,799689807
SCTL,Societal CDMO,Drug Manufacturers - Specialty & Generic,37726597
SCU,Sculptor Capital Management,Asset Management,368957154
SCVL,Shoe Carnival,Apparel Retail,667576680
SCWO,374Water,Pollution & Treatment Controls,206960520
SCWX,SecureWorks,Software - Infrastructure,508788258
SCX,The L.S. Starrett Company,Tools & Accessories,74299833
SCYX,SCYNEXIS,Drug Manufacturers - Specialty & Generic,69890316
SD,SandRidge Energy,Oil & Gas E&P,595887084
SDA,SunCar Technology Group,Auto & Truck Dealerships,530392708
SDGR,Schrödinger,Health Information Services,2037087872
SDIG,Stronghold Digital Mining,Capital Markets,33511128
SDOT,Sadot Group,Farm Products,31320918
SDPI,Superior Drilling Products,Oil & Gas Equipment & Services,24044739
SDRL,Seadrill,Oil & Gas Drilling,3212693742
SE,Sea Limited,Internet Retail,25474714535
SEAS,SeaWorld Entertainment,Leisure,3023928078
SEAT,Vivid Seats,Internet Content & Information,1218302553
SEB,Seaboard,Conglomerates,4178796392
SECO,Secoo Holding,Internet Retail,5216281
SEDA,SDCL EDGE Acquisition,Shell Companies,268186682
SEDG,SolarEdge Technologies,Solar,4275769680
SEE,Sealed Air,Packaging & Containers,5019900000
SEED,Origin Agritech,Agricultural Inputs,17377126
SEEL,Seelos Therapeutics,Biotechnology,26970343
SEER,"Seer, Inc.",Biotechnology,116370800
SEIC,SEI Investments Company,Asset Management,7370607420
SELB,Selecta Biosciences,Biotechnology,176442200
SELF,Global Self Storage,REIT - Industrial,50927623
SEM,Select Medical Holdings,Medical Care Facilities,2836560330
SEMR,Semrush Holdings,Software - Application,1163339150
SENEA,Seneca Foods,Packaged Foods,417120000
SENEB,Seneca Foods,Packaged Foods,410739584
SENS,Senseonics Holdings,Medical Devices,283155154
SEPA,SEP Acquisition,Shell Companies,61797308
SERA,Sera Prognostics,Diagnostics & Research,60375221
SES,SES AI,Auto Parts,727211735
SEVN,Seven Hills Realty Trust,REIT - Mortgage,156442328
SEZL,Sezzle,Credit Services,57614935
SF,Stifel Financial,Capital Markets,6290320000
SFBC,Sound Financial Bancorp,Banks - Regional,94734349
SFBS,ServisFirst Bancshares,Banks - Regional,2844271404
SFE,Safeguard Scientifics,Asset Management,16190678
SFIX,Stitch Fix,Apparel Retail,423550470
SFL,SFL Corporation,Marine Shipping,1545992090
SFM,Sprouts Farmers Market,Grocery Stores,4247529840
SFNC,Simmons First National,Banks - Regional,1965839430
SFST,Southern First Bancshares,Banks - Regional,232477860
SFWL,Shengfeng Development,Integrated Freight & Logistics,1031648000
SG,Sweetgreen,Restaurants,1089419411
SGA,Saga Communications,Broadcasting,122348129
SGBX,Safe & Green Holdings,Metal Fabrication,6235942
SGC,Superior Group of Companies,Apparel Manufacturing,133354744
SGD,Safe and Green Development,Real Estate - Development,7800000
SGE,Strong Global Entertainment,Computer Hardware,13706561
SGEN,Seagen,Biotechnology,40355070000
SGH,SMART Global Holdings,Semiconductors,760091232
SGHC,Super Group (SGHC),Gambling,1909369839
SGHT,Sight Sciences,Medical Devices,88545002
SGII,Seaport Global Acquisition II,Shell Companies,75061660
SGLY,Singularity Future Technology,Integrated Freight & Logistics,8514285
SGMA,SigmaTron International,Electronic Components,18892299
SGML,Sigma Lithium,Other Industrial Metals & Mining,2834554000
SGMO,Sangamo Therapeutics,Biotechnology,81471520
SGMT,Sagimet Biosciences,Biotechnology,87128400
SGRP,SPAR Group,Specialty Business Services,23008590
SGRY,Surgery Partners,Medical Care Facilities,3148560110
SGU,"Star Group,",Oil & Gas Refining & Marketing,414770290
SHAK,Shake Shack,Restaurants,2517094530
SHAP,Spree Acquisition Corp. 1,Shell Companies,111396550
SHBI,Shore Bancshares,Banks - Regional,391513860
SHC,Sotera Health Company,Diagnostics & Research,3733357360
SHCO,Soho House & Co,Lodging,1411343872
SHCR,Sharecare,Health Information Services,407122491
SHEL,Shell,Oil & Gas Integrated,218428016691
SHEN,Shenandoah Telecommunications Company,Telecom Services,1243543730
SHFS,SHF Holdings,Banks - Regional,32001830
SHG,Shinhan Financial Group Co.,Banks - Regional,13872212640
SHIP,Seanergy Maritime Holdings,Marine Shipping,102056610
SHLS,Shoals Technologies Group,Solar,2693549000
SHLT,SHL Telemedicine,Health Information Services,145017870
SHO,Sunstone Hotel Investors,REIT - Hotel & Motel,2028341072
SHOO,Steven Madden,Footwear & Accessories,2613416620
SHOP,Shopify,Software - Application,78851876018
SHOT,Safety Shot,Drug Manufacturers - Specialty & Generic,48032956
SHPH,Shuttle Pharmaceuticals Holdings,Drug Manufacturers - Specialty & Generic,7995247
SHPW,Shapeways Holdings,Specialty Industrial Machinery,15459432
SHUA,SHUAA Partners Acquisition Corp I,Shell Companies,57939262
SHW,The Sherwin-Williams Company,Specialty Chemicals,64224429060
SHYF,The Shyft Group,Farm & Heavy Construction Machinery,390217924
SIBN,SI-BONE,Medical Devices,722341887
SID,Companhia Siderúrgica Nacional,Steel,3381529459
SIDU,Sidus Space,Aerospace & Defense,7554090
SIEB,Siebert Financial,Capital Markets,67287530
SIEN,Sientra,Medical Devices,9924289
SIF,SIFCO Industries,Aerospace & Defense,27482175
SIFY,Sify Technologies,Telecom Services,296192713
SIG,Signet Jewelers,Luxury Goods,3402822822
SIGA,SIGA Technologies,Drug Manufacturers - Specialty & Generic,363944428
SIGI,Selective Insurance Group,Insurance - Property & Casualty,6275336509
SII,Sprott,Asset Management,801864000
SILC,Silicom,Communication Equipment,103709052
SILK,Silk Road Medical,Medical Devices,340177080
SILO,Silo Pharma,Biotechnology,5284960
SILV,SilverCrest Metals,Other Precious Metals & Mining,768545862
SIM,Grupo Simec,Steel,5149156040
SIMO,Silicon Motion Technology,Semiconductors,1864127340
SINT,Sintx Technologies,Medical Devices,1762091
SIRI,Sirius XM Holdings,Entertainment,19019880000
SISI,Shineco,Drug Manufacturers - Specialty & Generic,5278408
SITC,SITE Centers,REIT - Retail,2668243500
SITE,SiteOne Landscape Supply,Industrial Distribution,5758012936
SITM,SiTime,Semiconductors,2489985522
SIX,Six Flags Entertainment,Leisure,2003637507
SJ,Scienjoy Holding,Broadcasting,106701137
SJM,The J. M. Smucker Company,Packaged Foods,11590052740
SJT,San Juan Basin Royalty Trust,Oil & Gas E&P,343040768
SJW,SJW Group,Utilities - Regulated Water,2075645000
SKE,Skeena Resources,Other Industrial Metals & Mining,297997024
SKGR,SK Growth Opportunities,Shell Companies,284270011
SKIL,Skillsoft,Education & Training Services,152769777
SKIN,The Beauty Health Company,Household & Personal Products,582040680
SKLZ,Skillz,Electronic Gaming & Multimedia,127033800
SKM,"SK Telecom Co.,Ltd",Telecom Services,8384638330
SKT,Tanger Factory Outlet Centers,REIT - Retail,2515905600
SKWD,Skyward Specialty Insurance Group,Insurance - Property & Casualty,1051860872
SKX,Skechers U.S.A.,Footwear & Accessories,7381765609
SKY,Skyline Champion,Residential Construction,3398860017
SKYH,Sky Harbour Group,Aerospace & Defense,382691836
SKYT,SkyWater Technology,Semiconductors,258725324
SKYW,SkyWest,Airlines,1822404087
SKYX,SKYX Platforms,Electrical Equipment & Parts,154312032
SLAB,Silicon Laboratories,Semiconductors,2916867176
SLAC,Social Leverage Acquisition Corp I,Shell Companies,103959231
SLAM,Slam Corp.,Shell Companies,430061466
SLB,SLB,Oil & Gas Equipment & Services,81236522020
SLCA,U.S. Silica Holdings,Oil & Gas Equipment & Services,921544613
SLDB,Solid Biosciences,Biotechnology,56970400
SLDP,Solid Power,Electrical Equipment & Parts,249746000
SLE,Super League Enterprise,Internet Content & Information,2750376
SLF,Sun Life Financial,Insurance - Diversified,28185350377
SLG,SL Green Realty,REIT - Office,2215291200
SLGC,SomaLogic,Health Information Services,425042720
SLGL,Sol-Gel Technologies,Biotechnology,38650340
SLGN,Silgan Holdings,Packaging & Containers,4659511480
SLI,Standard Lithium,Other Industrial Metals & Mining,496949760
SLM,SLM Corporation,Credit Services,3346548208
SLN,Silence Therapeutics,Biotechnology,338077920
SLNA,Selina Hospitality,Resorts & Casinos,36455635
SLND,Southland Holdings,Engineering & Construction,290965088
SLNG,Stabilis Solutions,Oil & Gas Integrated,85926420
SLNH,Soluna Holdings,Scientific & Technical Instruments,3478747
SLNO,Soleno Therapeutics,Biotechnology,706468450
SLP,Simulations Plus,Health Information Services,727128932
SLQT,SelectQuote,Insurance Brokers,221404931
SLRC,SLR Investment,Asset Management,813409086
SLRN,Acelyrin,Biotechnology,1002548544
SLRX,Salarius Pharmaceuticals,Biotechnology,2922248
SLS,SELLAS Life Sciences Group,Biotechnology,27213984
SLVM,Sylvamo,Paper & Paper Products,1914882230
SM,SM Energy Company,Oil & Gas E&P,4802413020
SMAP,SportsMap Tech Acquisition,Shell Companies,55945503
SMAR,Smartsheet,Software - Application,5370185102
SMBC,Southern Missouri Bancorp,Banks - Regional,501186665
SMBK,SmartFinancial,Banks - Regional,370480100
SMCI,Super Micro Computer,Computer Hardware,13491004500
SMFG,Sumitomo Mitsui Financial Group,Banks - Diversified,67681621325
SMFL,Smart for Life,Packaged Foods,1189808
SMG,The Scotts Miracle-Gro Company,Agricultural Inputs,3048720098
SMID,Smith-Midland,Building Materials,106232046
